timeraw,date,player,change,elo,rank
1685412329,"Tuesday, May 30, 2023 2:05 AM","Basil#007",-12,1202,"Platinum 1"
1685412923,"Tuesday, May 30, 2023 2:15 AM","nzvbe#NA1",-16,1407,"Platinum 3"
1685421737,"Tuesday, May 30, 2023 4:42 AM","S is for Salt#TF77",17,1827,"Ascendant 1"
1685434997,"Tuesday, May 30, 2023 8:23 AM","S is for Salt#TF77",16,1843,"Ascendant 1"
1685461618,"Tuesday, May 30, 2023 3:46 PM","Da Real Baman#buce",-19,1020,"Gold 2"
1685463461,"Tuesday, May 30, 2023 4:17 PM","Raison163#NA1",19,1533,"Diamond 1"
1685465155,"Tuesday, May 30, 2023 4:45 PM","Basil#007",18,1220,"Platinum 1"
1685465155,"Tuesday, May 30, 2023 4:45 PM","Da Real Baman#buce",19,1036,"Gold 2"
1685470222,"Tuesday, May 30, 2023 6:10 PM","S is for Salt#TF77",-20,1823,"Ascendant 1"
1685479353,"Tuesday, May 30, 2023 8:42 PM","haruhiism#crstn",11,1848,"Ascendant 1"
1685481025,"Tuesday, May 30, 2023 9:10 PM","S is for Salt#TF77",-13,1810,"Ascendant 1"
1685481543,"Tuesday, May 30, 2023 9:19 PM","Basil#007",-22,1200,"Platinum 1"
1685481543,"Tuesday, May 30, 2023 9:19 PM","Da Real Baman#buce",-19,1017,"Gold 2"
1685483760,"Tuesday, May 30, 2023 9:56 PM","S is for Salt#TF77",-20,1800,"Ascendant 1"
1685484638,"Tuesday, May 30, 2023 10:10 PM","ninicoco1#NA1",18,1132,"Gold 3"
1685484343,"Tuesday, May 30, 2023 10:05 PM","Basil#007",-28,1172,"Gold 3"
1685484343,"Tuesday, May 30, 2023 10:05 PM","Da Real Baman#buce",-15,1002,"Gold 2"
1685486160,"Tuesday, May 30, 2023 10:35 PM","Tigerfire77#SifS",16,1216,"Platinum 1"
1685486365,"Tuesday, May 30, 2023 10:39 PM","ninicoco1#NA1",-20,1112,"Gold 3"
1685487611,"Tuesday, May 30, 2023 11:00 PM","nzvbe#NA1",18,1425,"Platinum 3"
1685488967,"Tuesday, May 30, 2023 11:22 PM","ninicoco1#NA1",13,1125,"Gold 3"
1685492203,"Wednesday, May 31, 2023 12:16 AM","Tigerfire77#SifS",21,1237,"Platinum 1"
1685492203,"Wednesday, May 31, 2023 12:16 AM","ninicoco1#NA1",28,1153,"Gold 3"
1685492203,"Wednesday, May 31, 2023 12:16 AM","Da Real Baman#buce",31,1033,"Gold 2"
1685492657,"Wednesday, May 31, 2023 12:24 AM","nzvbe#NA1",25,1450,"Platinum 3"
1685493993,"Wednesday, May 31, 2023 12:46 AM","haruhiism#crstn",20,1868,"Ascendant 1"
1685494409,"Wednesday, May 31, 2023 12:53 AM","Tigerfire77#SifS",-20,1217,"Platinum 1"
1685494409,"Wednesday, May 31, 2023 12:53 AM","ninicoco1#NA1",-18,1135,"Gold 3"
1685494409,"Wednesday, May 31, 2023 12:53 AM","Da Real Baman#buce",-21,1012,"Gold 2"
1685495062,"Wednesday, May 31, 2023 1:04 AM","nzvbe#NA1",15,1465,"Platinum 3"
1685495857,"Wednesday, May 31, 2023 1:17 AM","haruhiism#crstn",-16,1852,"Ascendant 1"
1685498329,"Wednesday, May 31, 2023 1:58 AM","nzvbe#NA1",16,1481,"Platinum 3"
1685498446,"Wednesday, May 31, 2023 2:00 AM","pickle#169",16,1616,"Diamond 2"
1685500198,"Wednesday, May 31, 2023 2:29 AM","nzvbe#NA1",12,1493,"Platinum 3"
1685502612,"Wednesday, May 31, 2023 3:10 AM","nzvbe#NA1",-14,1479,"Platinum 3"
1685506529,"Wednesday, May 31, 2023 4:15 AM","nzvbe#NA1",32,1511,"Diamond 1"
1685520453,"Wednesday, May 31, 2023 8:07 AM","S is for Salt#TF77",22,1822,"Ascendant 1"
1685521967,"Wednesday, May 31, 2023 8:32 AM","S is for Salt#TF77",18,1840,"Ascendant 1"
1685534707,"Wednesday, May 31, 2023 12:05 PM","ninicoco1#NA1",-19,1116,"Gold 3"
1685535799,"Wednesday, May 31, 2023 12:23 PM","Da Real Baman#buce",20,1032,"Gold 2"
1685536957,"Wednesday, May 31, 2023 12:42 PM","ninicoco1#NA1",-16,1100,"Gold 3"
1685538430,"Wednesday, May 31, 2023 1:07 PM","Da Real Baman#buce",-22,1010,"Gold 2"
1685539481,"Wednesday, May 31, 2023 1:24 PM","ninicoco1#NA1",-13,1087,"Gold 2"
1685539481,"Wednesday, May 31, 2023 1:24 PM","Da Real Baman#buce",-16,1000,"Gold 2"
1685544466,"Wednesday, May 31, 2023 2:47 PM","Basil#007",7,1179,"Gold 3"
1685545297,"Wednesday, May 31, 2023 3:01 PM","pickle#169",-20,1600,"Diamond 2"
1685547223,"Wednesday, May 31, 2023 3:33 PM","Mamba0#NA1",31,897,"Silver 3"
1685547653,"Wednesday, May 31, 2023 3:40 PM","pickle#169",-16,1584,"Diamond 1"
1685548489,"Wednesday, May 31, 2023 3:54 PM","Basil#007",11,1190,"Gold 3"
1685548489,"Wednesday, May 31, 2023 3:54 PM","Da Real Baman#buce",16,1016,"Gold 2"
1685550933,"Wednesday, May 31, 2023 4:35 PM","Basil#007",-15,1175,"Gold 3"
1685550933,"Wednesday, May 31, 2023 4:35 PM","Da Real Baman#buce",-18,1000,"Gold 2"
1685554279,"Wednesday, May 31, 2023 5:31 PM","Basil#007",-27,1148,"Gold 3"
1685554279,"Wednesday, May 31, 2023 5:31 PM","Da Real Baman#buce",-15,985,"Gold 1"
1685557131,"Wednesday, May 31, 2023 6:18 PM","Basil#007",-17,1131,"Gold 3"
1685561266,"Wednesday, May 31, 2023 7:27 PM","ninicoco1#NA1",25,1112,"Gold 3"
1685561266,"Wednesday, May 31, 2023 7:27 PM","Basil#007",18,1149,"Gold 3"
1685564445,"Wednesday, May 31, 2023 8:20 PM","ninicoco1#NA1",14,1126,"Gold 3"
1685564445,"Wednesday, May 31, 2023 8:20 PM","Basil#007",22,1171,"Gold 3"
1685566319,"Wednesday, May 31, 2023 8:51 PM","Tigerfire77#SifS",19,1236,"Platinum 1"
1685567281,"Wednesday, May 31, 2023 9:08 PM","ninicoco1#NA1",-24,1102,"Gold 3"
1685567281,"Wednesday, May 31, 2023 9:08 PM","Basil#007",-22,1149,"Gold 3"
1685571105,"Wednesday, May 31, 2023 10:11 PM","S is for Salt#TF77",-21,1819,"Ascendant 1"
1685571784,"Wednesday, May 31, 2023 10:23 PM","Mamba0#NA1",12,910,"Gold 1"
1685574424,"Wednesday, May 31, 2023 11:07 PM","Mamba0#NA1",23,933,"Gold 1"
1685582287,"Thursday, June 1, 2023 1:18 AM","S is for Salt#TF77",-16,1803,"Ascendant 1"
1685582287,"Thursday, June 1, 2023 1:18 AM","finx80#6969",-19,1913,"Ascendant 2"
1685584899,"Thursday, June 1, 2023 2:01 AM","finx80#6969",18,1931,"Ascendant 2"
