timeraw,date,player,change,elo,rank
1682645721,"Friday, April 28, 2023 1:35 AM","nzvbe#NA1",24,1510,"Diamond 1"
1682647996,"Friday, April 28, 2023 2:13 AM","nzvbe#NA1",22,1532,"Diamond 1"
1682650693,"Friday, April 28, 2023 2:58 AM","nzvbe#NA1",-15,1517,"Diamond 1"
1682723414,"Friday, April 28, 2023 11:10 PM","nzvbe#NA1",-16,1501,"Diamond 1"
1682789356,"Saturday, April 29, 2023 5:29 PM","nzvbe#NA1",22,1523,"Diamond 1"
1682829893,"Sunday, April 30, 2023 4:44 AM","nzvbe#NA1",-21,1502,"Diamond 1"
1682894011,"Sunday, April 30, 2023 10:33 PM","nzvbe#NA1",-22,1500,"Diamond 1"
1682965651,"Monday, May 1, 2023 6:27 PM","haruhiism#crstn",-19,1900,"Ascendant 2"
1682968061,"Monday, May 1, 2023 7:07 PM","ninicoco1#NA1",-19,1066,"Gold 2"
1682968061,"Monday, May 1, 2023 7:07 PM","Basil#007",-25,1068,"Gold 2"
1682970729,"Monday, May 1, 2023 7:52 PM","ninicoco1#NA1",-21,1045,"Gold 2"
1682970729,"Monday, May 1, 2023 7:52 PM","Basil#007",-16,1052,"Gold 2"
1682971010,"Monday, May 1, 2023 7:56 PM","S is for Salt#TF77",-21,1800,"Ascendant 1"
1682971010,"Monday, May 1, 2023 7:56 PM","nzvbe#NA1",-16,1484,"Platinum 3"
1682972595,"Monday, May 1, 2023 8:23 PM","ninicoco1#NA1",17,1062,"Gold 2"
1682972595,"Monday, May 1, 2023 8:23 PM","Basil#007",18,1070,"Gold 2"
1682973497,"Monday, May 1, 2023 8:38 PM","S is for Salt#TF77",-16,1784,"Diamond 3"
1682973497,"Monday, May 1, 2023 8:38 PM","finx80#6969",-16,1879,"Ascendant 1"
1682973644,"Monday, May 1, 2023 8:40 PM","nzvbe#NA1",-13,1471,"Platinum 3"
1682976040,"Monday, May 1, 2023 9:20 PM","S is for Salt#TF77",-17,1767,"Diamond 3"
1682975165,"Monday, May 1, 2023 9:06 PM","ninicoco1#NA1",19,1081,"Gold 2"
1682975165,"Monday, May 1, 2023 9:06 PM","Basil#007",28,1098,"Gold 2"
1682977125,"Monday, May 1, 2023 9:38 PM","nzvbe#NA1",-21,1450,"Platinum 3"
1682978475,"Monday, May 1, 2023 10:01 PM","Raison163#NA1",-18,1321,"Platinum 2"
1682978475,"Monday, May 1, 2023 10:01 PM","ninicoco1#NA1",-13,1068,"Gold 2"
1682978475,"Monday, May 1, 2023 10:01 PM","Basil#007",-21,1077,"Gold 2"
1682978982,"Monday, May 1, 2023 10:09 PM","nzvbe#NA1",20,1470,"Platinum 3"
1681303665,"Wednesday, April 12, 2023 12:47 PM","Da Real Baman#buce",30,1017,"Gold 2"
1681305725,"Wednesday, April 12, 2023 1:22 PM","Da Real Baman#buce",-23,1000,"Gold 2"
1681424684,"Thursday, April 13, 2023 10:24 PM","Da Real Baman#buce",-11,989,"Gold 1"
1681428536,"Thursday, April 13, 2023 11:28 PM","Da Real Baman#buce",-22,967,"Gold 1"
1681781751,"Tuesday, April 18, 2023 1:35 AM","Da Real Baman#buce",-22,945,"Gold 1"
1682968061,"Monday, May 1, 2023 7:07 PM","Da Real Baman#buce",-11,934,"Gold 1"
1682970729,"Monday, May 1, 2023 7:52 PM","Da Real Baman#buce",-17,917,"Gold 1"
1682972508,"Monday, May 1, 2023 8:21 PM","Da Real Baman#buce",-7,910,"Gold 1"
1682981736,"Monday, May 1, 2023 10:55 PM","nzvbe#NA1",-22,1448,"Platinum 3"
1682987579,"Tuesday, May 2, 2023 12:32 AM","haruhiism#crstn",-17,1883,"Ascendant 1"
1683003236,"Tuesday, May 2, 2023 4:53 AM","Phyzzl#2702",20,1825,"Ascendant 1"
1683003236,"Tuesday, May 2, 2023 4:53 AM","Ouress#NA2",19,1867,"Ascendant 1"
1683058948,"Tuesday, May 2, 2023 8:22 PM","Tigerfire77#SifS",23,1210,"Platinum 1"
1683058948,"Tuesday, May 2, 2023 8:22 PM","Basil#007",11,1088,"Gold 2"
1683071464,"Tuesday, May 2, 2023 11:51 PM","nzvbe#NA1",21,1469,"Platinum 3"
1683073587,"Wednesday, May 3, 2023 12:26 AM","nzvbe#NA1",-17,1452,"Platinum 3"
1683074300,"Wednesday, May 3, 2023 12:38 AM","Raison163#NA1",13,1334,"Platinum 2"
1683074300,"Wednesday, May 3, 2023 12:38 AM","Basil#007",13,1110,"Gold 3"
1683076820,"Wednesday, May 3, 2023 1:20 AM","Raison163#NA1",23,1357,"Platinum 2"
1683076820,"Wednesday, May 3, 2023 1:20 AM","Basil#007",19,1129,"Gold 3"
1683075897,"Wednesday, May 3, 2023 1:04 AM","nzvbe#NA1",25,1477,"Platinum 3"
1683077293,"Wednesday, May 3, 2023 1:28 AM","S is for Salt#TF77",-16,1751,"Diamond 3"
1683080314,"Wednesday, May 3, 2023 2:18 AM","S is for Salt#TF77",-19,1732,"Diamond 3"
1683080959,"Wednesday, May 3, 2023 2:29 AM","ninicoco1#NA1",-21,1047,"Gold 2"
1683080314,"Wednesday, May 3, 2023 2:18 AM","finx80#6969",-20,1859,"Ascendant 1"
1683080959,"Wednesday, May 3, 2023 2:29 AM","Basil#007",-28,1101,"Gold 3"
1683085707,"Wednesday, May 3, 2023 3:48 AM","Phyzzl#2702",-21,1804,"Ascendant 1"
1683087721,"Wednesday, May 3, 2023 4:22 AM","Phyzzl#2702",-22,1800,"Ascendant 1"
1683096234,"Wednesday, May 3, 2023 6:43 AM","Phyzzl#2702",15,1815,"Ascendant 1"
1683148979,"Wednesday, May 3, 2023 9:22 PM","Raison163#NA1",16,1373,"Platinum 2"
1683166044,"Thursday, May 4, 2023 2:07 AM","Raison163#NA1",18,1391,"Platinum 2"
1683171917,"Thursday, May 4, 2023 3:45 AM","Phyzzl#2702",-19,1800,"Ascendant 1"
1683173675,"Thursday, May 4, 2023 4:14 AM","Phyzzl#2702",-20,1780,"Diamond 3"
1683176483,"Thursday, May 4, 2023 5:01 AM","Phyzzl#2702",14,1794,"Diamond 3"
1683178953,"Thursday, May 4, 2023 5:42 AM","Phyzzl#2702",21,1815,"Ascendant 1"
1683166044,"Thursday, May 4, 2023 2:07 AM","Basil#007",21,1122,"Gold 3"
1683122056,"Wednesday, May 3, 2023 1:54 PM","Da Real Baman#buce",-22,900,"Gold 1"
1683124408,"Wednesday, May 3, 2023 2:33 PM","Da Real Baman#buce",34,934,"Gold 1"
1683126593,"Wednesday, May 3, 2023 3:09 PM","Da Real Baman#buce",26,960,"Gold 1"
1683128240,"Wednesday, May 3, 2023 3:37 PM","Da Real Baman#buce",12,972,"Gold 1"
1683149585,"Wednesday, May 3, 2023 9:33 PM","haruhiism#crstn",-19,1864,"Ascendant 1"
1683152122,"Wednesday, May 3, 2023 10:15 PM","haruhiism#crstn",-12,1852,"Ascendant 1"
1683165544,"Thursday, May 4, 2023 1:59 AM","nzvbe#NA1",-19,1458,"Platinum 3"
1683167430,"Thursday, May 4, 2023 2:30 AM","nzvbe#NA1",-21,1437,"Platinum 3"
1683233468,"Thursday, May 4, 2023 8:51 PM","Raison163#NA1",20,1411,"Platinum 3"
1683233468,"Thursday, May 4, 2023 8:51 PM","ninicoco1#NA1",16,1063,"Gold 2"
1683235678,"Thursday, May 4, 2023 9:27 PM","ninicoco1#NA1",-20,1043,"Gold 2"
1683241505,"Thursday, May 4, 2023 11:05 PM","Raison163#NA1",22,1433,"Platinum 3"
1683241505,"Thursday, May 4, 2023 11:05 PM","ninicoco1#NA1",25,1068,"Gold 2"
1683243333,"Thursday, May 4, 2023 11:35 PM","Raison163#NA1",22,1455,"Platinum 3"
1683243333,"Thursday, May 4, 2023 11:35 PM","Basil#007",17,1139,"Gold 3"
1683246457,"Friday, May 5, 2023 12:27 AM","Raison163#NA1",-21,1434,"Platinum 3"
1683246457,"Friday, May 5, 2023 12:27 AM","ninicoco1#NA1",-16,1052,"Gold 2"
1683246457,"Friday, May 5, 2023 12:27 AM","Basil#007",-12,1127,"Gold 3"
1683248895,"Friday, May 5, 2023 1:08 AM","ninicoco1#NA1",13,1065,"Gold 2"
1683251268,"Friday, May 5, 2023 1:47 AM","ninicoco1#NA1",31,1096,"Gold 2"
1683251904,"Friday, May 5, 2023 1:58 AM","rin#jane",22,791,"Silver 2"
1683253850,"Friday, May 5, 2023 2:30 AM","ninicoco1#NA1",-24,1072,"Gold 2"
1683255347,"Friday, May 5, 2023 2:55 AM","rin#jane",-16,775,"Silver 2"
1683256854,"Friday, May 5, 2023 3:20 AM","pickle#169",14,1631,"Diamond 2"
1683259245,"Friday, May 5, 2023 4:00 AM","pickle#169",-13,1618,"Diamond 2"
1683263206,"Friday, May 5, 2023 5:06 AM","Phyzzl#2702",14,1829,"Ascendant 1"
1683266086,"Friday, May 5, 2023 5:54 AM","Phyzzl#2702",0,1829,"Ascendant 1"
1683269138,"Friday, May 5, 2023 6:45 AM","Phyzzl#2702",18,1847,"Ascendant 1"
1683293047,"Friday, May 5, 2023 1:24 PM","ninicoco1#NA1",22,1094,"Gold 2"
1683293047,"Friday, May 5, 2023 1:24 PM","Basil#007",10,1137,"Gold 3"
1683295485,"Friday, May 5, 2023 2:04 PM","ninicoco1#NA1",-26,1068,"Gold 2"
1683295485,"Friday, May 5, 2023 2:04 PM","Basil#007",-26,1111,"Gold 3"
1683297483,"Friday, May 5, 2023 2:38 PM","ninicoco1#NA1",22,1090,"Gold 2"
1683297483,"Friday, May 5, 2023 2:38 PM","Basil#007",10,1121,"Gold 3"
1683314043,"Friday, May 5, 2023 7:14 PM","finx80#6969",-17,1842,"Ascendant 1"
1683314321,"Friday, May 5, 2023 7:18 PM","ninicoco1#NA1",16,1110,"Gold 3"
1683314321,"Friday, May 5, 2023 7:18 PM","Basil#007",10,1131,"Gold 3"
1683316412,"Friday, May 5, 2023 7:53 PM","ninicoco1#NA1",-15,1100,"Gold 3"
1683316412,"Friday, May 5, 2023 7:53 PM","Basil#007",-28,1103,"Gold 3"
1683318828,"Friday, May 5, 2023 8:33 PM","ninicoco1#NA1",-22,1078,"Gold 2"
1683318828,"Friday, May 5, 2023 8:33 PM","Basil#007",-21,1100,"Gold 3"
1683320977,"Friday, May 5, 2023 9:09 PM","ninicoco1#NA1",23,1110,"Gold 3"
1683323448,"Friday, May 5, 2023 9:50 PM","ninicoco1#NA1",-21,1100,"Gold 3"
1683335061,"Saturday, May 6, 2023 1:04 AM","S is for Salt#TF77",-20,1712,"Diamond 3"
1683346717,"Saturday, May 6, 2023 4:18 AM","rin#jane",11,786,"Silver 2"
1683348706,"Saturday, May 6, 2023 4:51 AM","rin#jane",24,810,"Silver 3"
1683350651,"Saturday, May 6, 2023 5:24 AM","haruhiism#crstn",-21,1831,"Ascendant 1"
1683383885,"Saturday, May 6, 2023 2:38 PM","ninicoco1#NA1",25,1125,"Gold 3"
1683387088,"Saturday, May 6, 2023 3:31 PM","ninicoco1#NA1",16,1141,"Gold 3"
1683390202,"Saturday, May 6, 2023 4:23 PM","S is for Salt#TF77",19,1731,"Diamond 3"
1683390216,"Saturday, May 6, 2023 4:23 PM","ninicoco1#NA1",11,1152,"Gold 3"
1683393116,"Saturday, May 6, 2023 5:11 PM","ninicoco1#NA1",-26,1126,"Gold 3"
1683402606,"Saturday, May 6, 2023 7:50 PM","ninicoco1#NA1",19,1145,"Gold 3"
1683402058,"Saturday, May 6, 2023 7:40 PM","finx80#6969",-13,1829,"Ascendant 1"
1683414994,"Saturday, May 6, 2023 11:16 PM","S is for Salt#TF77",-12,1719,"Diamond 3"
1683414994,"Saturday, May 6, 2023 11:16 PM","Phyzzl#2702",-14,1833,"Ascendant 1"
1683414994,"Saturday, May 6, 2023 11:16 PM","pickle#169",-11,1607,"Diamond 2"
1683422523,"Sunday, May 7, 2023 1:22 AM","haruhiism#crstn",-18,1813,"Ascendant 1"
1683430046,"Sunday, May 7, 2023 3:27 AM","rin#jane",-20,800,"Silver 3"
1683433345,"Sunday, May 7, 2023 4:22 AM","rin#jane",-12,788,"Silver 2"
1683435842,"Sunday, May 7, 2023 5:04 AM","rin#jane",-30,758,"Silver 2"
1683455931,"Sunday, May 7, 2023 10:38 AM","S is for Salt#TF77",20,1739,"Diamond 3"
1683455931,"Sunday, May 7, 2023 10:38 AM","finx80#6969",22,1851,"Ascendant 1"
1683457542,"Sunday, May 7, 2023 11:05 AM","S is for Salt#TF77",19,1758,"Diamond 3"
1683457542,"Sunday, May 7, 2023 11:05 AM","finx80#6969",21,1872,"Ascendant 1"
1683489273,"Sunday, May 7, 2023 7:54 PM","ninicoco1#NA1",13,1158,"Gold 3"
1683492893,"Sunday, May 7, 2023 8:54 PM","ninicoco1#NA1",-15,1143,"Gold 3"
1683496255,"Sunday, May 7, 2023 9:50 PM","ninicoco1#NA1",19,1162,"Gold 3"
1683496255,"Sunday, May 7, 2023 9:50 PM","Da Real Baman#buce",16,988,"Gold 1"
1683498359,"Sunday, May 7, 2023 10:25 PM","ninicoco1#NA1",-21,1141,"Gold 3"
1683498359,"Sunday, May 7, 2023 10:25 PM","Da Real Baman#buce",-20,968,"Gold 1"
1683504382,"Monday, May 8, 2023 12:06 AM","Raison163#NA1",18,1452,"Platinum 3"
1683511480,"Monday, May 8, 2023 2:04 AM","ninicoco1#NA1",-21,1120,"Gold 3"
1683513630,"Monday, May 8, 2023 2:40 AM","ninicoco1#NA1",-15,1105,"Gold 3"
1683586040,"Monday, May 8, 2023 10:47 PM","S is for Salt#TF77",-14,1744,"Diamond 3"
1683597694,"Tuesday, May 9, 2023 2:01 AM","rin#jane",-28,730,"Silver 2"
1683599560,"Tuesday, May 9, 2023 2:32 AM","rin#jane",19,749,"Silver 2"
1683504382,"Monday, May 8, 2023 12:06 AM","Raison163#NA1",18,1452,"Platinum 3"
1683572579,"Monday, May 8, 2023 7:02 PM","Raison163#NA1",-22,1430,"Platinum 3"
1683575129,"Monday, May 8, 2023 7:45 PM","Raison163#NA1",-19,1411,"Platinum 3"
1683579785,"Monday, May 8, 2023 9:03 PM","Raison163#NA1",-14,1400,"Platinum 3"
1683582431,"Monday, May 8, 2023 9:47 PM","Raison163#NA1",13,1413,"Platinum 3"
1683572713,"Monday, May 8, 2023 7:05 PM","ninicoco1#NA1",-13,1100,"Gold 3"
1683575988,"Monday, May 8, 2023 7:59 PM","ninicoco1#NA1",21,1121,"Gold 3"
1683577042,"Monday, May 8, 2023 8:17 PM","ninicoco1#NA1",24,1145,"Gold 3"
1683579196,"Monday, May 8, 2023 8:53 PM","ninicoco1#NA1",-14,1131,"Gold 3"
1683582369,"Monday, May 8, 2023 9:46 PM","ninicoco1#NA1",-18,1113,"Gold 3"
1683582431,"Monday, May 8, 2023 9:47 PM","Basil#007",30,1130,"Gold 3"
1683586040,"Monday, May 8, 2023 10:47 PM","Ouress#NA2",-15,1852,"Ascendant 1"
1683570212,"Monday, May 8, 2023 6:23 PM","Da Real Baman#buce",-21,947,"Gold 1"
1683572713,"Monday, May 8, 2023 7:05 PM","Da Real Baman#buce",-19,928,"Gold 1"
1683575988,"Monday, May 8, 2023 7:59 PM","Da Real Baman#buce",30,958,"Gold 1"
1683577042,"Monday, May 8, 2023 8:17 PM","Da Real Baman#buce",37,995,"Gold 1"
1683579196,"Monday, May 8, 2023 8:53 PM","Da Real Baman#buce",-17,978,"Gold 1"
1683582369,"Monday, May 8, 2023 9:46 PM","Da Real Baman#buce",-19,959,"Gold 1"
1683572579,"Monday, May 8, 2023 7:02 PM","pickle#169",-21,1600,"Diamond 2"
1683575129,"Monday, May 8, 2023 7:45 PM","pickle#169",-18,1582,"Diamond 1"
1683586040,"Monday, May 8, 2023 10:47 PM","pickle#169",-14,1568,"Diamond 1"
1683602010,"Tuesday, May 9, 2023 3:13 AM","nzvbe#NA1",-27,1410,"Platinum 3"
1683604005,"Tuesday, May 9, 2023 3:46 AM","nzvbe#NA1",17,1427,"Platinum 3"
1683606790,"Tuesday, May 9, 2023 4:33 AM","nzvbe#NA1",21,1448,"Platinum 3"
1683609328,"Tuesday, May 9, 2023 5:15 AM","nzvbe#NA1",-21,1427,"Platinum 3"
1683611489,"Tuesday, May 9, 2023 5:51 AM","nzvbe#NA1",-21,1406,"Platinum 3"
1683673684,"Tuesday, May 9, 2023 11:08 PM","ninicoco1#NA1",-16,1100,"Gold 3"
1683675930,"Tuesday, May 9, 2023 11:45 PM","ninicoco1#NA1",18,1118,"Gold 3"
1683677985,"Wednesday, May 10, 2023 12:19 AM","ninicoco1#NA1",19,1137,"Gold 3"
1683680660,"Wednesday, May 10, 2023 1:04 AM","ninicoco1#NA1",19,1156,"Gold 3"
1683684163,"Wednesday, May 10, 2023 2:02 AM","ninicoco1#NA1",-15,1141,"Gold 3"
1683684163,"Wednesday, May 10, 2023 2:02 AM","Da Real Baman#buce",-14,945,"Gold 1"
1683687511,"Wednesday, May 10, 2023 2:58 AM","Raison163#NA1",-18,1400,"Platinum 3"
1683687511,"Wednesday, May 10, 2023 2:58 AM","ninicoco1#NA1",-21,1120,"Gold 3"
1683687511,"Wednesday, May 10, 2023 2:58 AM","Basil#007",-19,1111,"Gold 3"
1683745905,"Wednesday, May 10, 2023 7:11 PM","nzvbe#NA1",8,1414,"Platinum 3"
1683746910,"Wednesday, May 10, 2023 7:28 PM","Basil#007",-21,1100,"Gold 3"
1683750479,"Wednesday, May 10, 2023 8:27 PM","S is for Salt#TF77",17,1761,"Diamond 3"
1683750479,"Wednesday, May 10, 2023 8:27 PM","finx80#6969",18,1890,"Ascendant 1"
1683753126,"Wednesday, May 10, 2023 9:12 PM","S is for Salt#TF77",-16,1745,"Diamond 3"
1683753126,"Wednesday, May 10, 2023 9:12 PM","finx80#6969",-16,1874,"Ascendant 1"
1683755426,"Wednesday, May 10, 2023 9:50 PM","nzvbe#NA1",-10,1404,"Platinum 3"
1683760193,"Wednesday, May 10, 2023 11:09 PM","Raison163#NA1",-16,1384,"Platinum 2"
1683760193,"Wednesday, May 10, 2023 11:09 PM","Da Real Baman#buce",-13,932,"Gold 1"
1683762828,"Wednesday, May 10, 2023 11:53 PM","Raison163#NA1",-18,1366,"Platinum 2"
1683762828,"Wednesday, May 10, 2023 11:53 PM","Basil#007",-18,1082,"Gold 2"
1683762828,"Wednesday, May 10, 2023 11:53 PM","Da Real Baman#buce",-10,922,"Gold 1"
1683764472,"Thursday, May 11, 2023 12:21 AM","ninicoco1#NA1",10,1130,"Gold 3"
1683765281,"Thursday, May 11, 2023 12:34 AM","Basil#007",15,1097,"Gold 2"
1683768451,"Thursday, May 11, 2023 1:27 AM","ninicoco1#NA1",-20,1110,"Gold 3"
1683768451,"Thursday, May 11, 2023 1:27 AM","Basil#007",-16,1081,"Gold 2"
1683768451,"Thursday, May 11, 2023 1:27 AM","Da Real Baman#buce",-17,905,"Gold 1"
1683770058,"Thursday, May 11, 2023 1:54 AM","Raison163#NA1",23,1389,"Platinum 2"
1683822154,"Thursday, May 11, 2023 4:22 PM","ninicoco1#NA1",-19,1100,"Gold 3"
1683824834,"Thursday, May 11, 2023 5:07 PM","Da Real Baman#buce",34,939,"Gold 1"
1683826723,"Thursday, May 11, 2023 5:38 PM","Da Real Baman#buce",-15,924,"Gold 1"
1683828867,"Thursday, May 11, 2023 6:14 PM","Da Real Baman#buce",-19,905,"Gold 1"
1683834542,"Thursday, May 11, 2023 7:49 PM","ninicoco1#NA1",15,1115,"Gold 3"
1683843409,"Thursday, May 11, 2023 10:16 PM","Raison163#NA1",-19,1370,"Platinum 2"
1683843409,"Thursday, May 11, 2023 10:16 PM","ninicoco1#NA1",-16,1100,"Gold 3"
1683843814,"Thursday, May 11, 2023 10:23 PM","nzvbe#NA1",24,1428,"Platinum 3"
1683846060,"Thursday, May 11, 2023 11:01 PM","ninicoco1#NA1",-11,1089,"Gold 2"
1683852665,"Friday, May 12, 2023 12:51 AM","rin#jane",17,766,"Silver 2"
1683851383,"Friday, May 12, 2023 12:29 AM","ninicoco1#NA1",-17,1072,"Gold 2"
1683855061,"Friday, May 12, 2023 1:31 AM","rin#jane",-19,747,"Silver 2"
1683859566,"Friday, May 12, 2023 2:46 AM","nzvbe#NA1",-18,1410,"Platinum 3"
1683862075,"Friday, May 12, 2023 3:27 AM","nzvbe#NA1",-24,1400,"Platinum 3"
1683882396,"Friday, May 12, 2023 9:06 AM","S is for Salt#TF77",19,1764,"Diamond 3"
1683902763,"Friday, May 12, 2023 2:46 PM","Da Real Baman#buce",31,936,"Gold 1"
1683904657,"Friday, May 12, 2023 3:17 PM","ninicoco1#NA1",16,1088,"Gold 2"
1683904657,"Friday, May 12, 2023 3:17 PM","Da Real Baman#buce",20,956,"Gold 1"
1683907260,"Friday, May 12, 2023 4:01 PM","ninicoco1#NA1",-18,1070,"Gold 2"
1683914269,"Friday, May 12, 2023 5:57 PM","S is for Salt#TF77",0,1764,"Diamond 3"
1683917346,"Friday, May 12, 2023 6:49 PM","S is for Salt#TF77",-23,1741,"Diamond 3"
1683918991,"Friday, May 12, 2023 7:16 PM","S is for Salt#TF77",-15,1726,"Diamond 3"
1683924984,"Friday, May 12, 2023 8:56 PM","S is for Salt#TF77",-18,1708,"Diamond 3"
1683924984,"Friday, May 12, 2023 8:56 PM","nzvbe#NA1",-17,1383,"Platinum 2"
1683937347,"Saturday, May 13, 2023 12:22 AM","ninicoco1#NA1",20,1090,"Gold 2"
1683940072,"Saturday, May 13, 2023 1:07 AM","ninicoco1#NA1",-22,1068,"Gold 2"
1683946582,"Saturday, May 13, 2023 2:56 AM","nzvbe#NA1",-22,1361,"Platinum 2"
1683989918,"Saturday, May 13, 2023 2:58 PM","Da Real Baman#buce",-18,938,"Gold 1"
1683993638,"Saturday, May 13, 2023 4:00 PM","Da Real Baman#buce",23,961,"Gold 1"
1683996042,"Saturday, May 13, 2023 4:40 PM","Da Real Baman#buce",-8,953,"Gold 1"
1684018396,"Saturday, May 13, 2023 10:53 PM","ninicoco1#NA1",-14,1054,"Gold 2"
1683652091,"Tuesday, May 9, 2023 5:08 PM","Mamba0#NA1",33,683,"Silver 1"
1683653761,"Tuesday, May 9, 2023 5:36 PM","Mamba0#NA1",22,710,"Silver 2"
1683665266,"Tuesday, May 9, 2023 8:47 PM","Mamba0#NA1",-12,700,"Silver 2"
1683667692,"Tuesday, May 9, 2023 9:28 PM","Mamba0#NA1",-18,682,"Silver 1"
1683669648,"Tuesday, May 9, 2023 10:00 PM","Mamba0#NA1",17,699,"Silver 1"
1683673684,"Tuesday, May 9, 2023 11:08 PM","Mamba0#NA1",-3,696,"Silver 1"
1683675930,"Tuesday, May 9, 2023 11:45 PM","Mamba0#NA1",46,842,"Silver 3"
1683677985,"Wednesday, May 10, 2023 12:19 AM","Mamba0#NA1",24,866,"Silver 3"
1683680660,"Wednesday, May 10, 2023 1:04 AM","Mamba0#NA1",17,883,"Silver 3"
1683684163,"Wednesday, May 10, 2023 2:02 AM","Mamba0#NA1",-22,861,"Silver 3"
1683764472,"Thursday, May 11, 2023 12:21 AM","Mamba0#NA1",22,883,"Silver 3"
1683768451,"Thursday, May 11, 2023 1:27 AM","Mamba0#NA1",-12,871,"Silver 3"
1683849096,"Thursday, May 11, 2023 11:51 PM","Mamba0#NA1",11,882,"Silver 3"
1683851383,"Friday, May 12, 2023 12:29 AM","Mamba0#NA1",-16,866,"Silver 3"
1684032524,"Sunday, May 14, 2023 2:48 AM","ninicoco1#NA1",28,1082,"Gold 2"
1684032524,"Sunday, May 14, 2023 2:48 AM","Mamba0#NA1",16,882,"Silver 3"
1684041026,"Sunday, May 14, 2023 5:10 AM","rin#jane",35,782,"Silver 2"
1684077898,"Sunday, May 14, 2023 3:24 PM","ninicoco1#NA1",18,1110,"Gold 3"
1684077898,"Sunday, May 14, 2023 3:24 PM","Mamba0#NA1",22,910,"Gold 1"
1684084002,"Sunday, May 14, 2023 5:06 PM","ninicoco1#NA1",-22,1100,"Gold 3"
1684085897,"Sunday, May 14, 2023 5:38 PM","ninicoco1#NA1",-23,1077,"Gold 2"
1684085897,"Sunday, May 14, 2023 5:38 PM","Mamba0#NA1",-19,900,"Gold 1"
1684100441,"Sunday, May 14, 2023 9:40 PM","nzvbe#NA1",14,1375,"Platinum 2"
1684107749,"Sunday, May 14, 2023 11:42 PM","nzvbe#NA1",2,1377,"Platinum 2"
1684109868,"Monday, May 15, 2023 12:17 AM","ninicoco1#NA1",-17,1060,"Gold 2"
1684116278,"Monday, May 15, 2023 2:04 AM","ninicoco1#NA1",-25,1035,"Gold 2"
1684116278,"Monday, May 15, 2023 2:04 AM","Mamba0#NA1",-18,882,"Silver 3"
1684118341,"Monday, May 15, 2023 2:39 AM","ninicoco1#NA1",-20,1015,"Gold 2"
1684118341,"Monday, May 15, 2023 2:39 AM","Mamba0#NA1",-26,856,"Silver 3"
1684118157,"Monday, May 15, 2023 2:35 AM","Raison163#NA1",-13,1357,"Platinum 2"
1684162962,"Monday, May 15, 2023 3:02 PM","ninicoco1#NA1",15,1030,"Gold 2"
1684162962,"Monday, May 15, 2023 3:02 PM","Mamba0#NA1",30,886,"Silver 3"
1684165744,"Monday, May 15, 2023 3:49 PM","ninicoco1#NA1",17,1047,"Gold 2"
1684165744,"Monday, May 15, 2023 3:49 PM","Mamba0#NA1",21,910,"Gold 1"
1684175969,"Monday, May 15, 2023 6:39 PM","Basil#007",10,1091,"Gold 2"
1684178535,"Monday, May 15, 2023 7:22 PM","Basil#007",15,1110,"Gold 3"
1684180651,"Monday, May 15, 2023 7:57 PM","Basil#007",-23,1100,"Gold 3"
1684260170,"Tuesday, May 16, 2023 6:02 PM","ninicoco1#NA1",-28,1019,"Gold 2"
1684260170,"Tuesday, May 16, 2023 6:02 PM","Mamba0#NA1",-19,900,"Gold 1"
1684262699,"Tuesday, May 16, 2023 6:44 PM","Basil#007",-23,1077,"Gold 2"
1684281718,"Wednesday, May 17, 2023 12:01 AM","Raison163#NA1",21,1378,"Platinum 2"
1684281718,"Wednesday, May 17, 2023 12:01 AM","ninicoco1#NA1",22,1041,"Gold 2"
1684285286,"Wednesday, May 17, 2023 1:01 AM","Raison163#NA1",20,1398,"Platinum 2"
1684285286,"Wednesday, May 17, 2023 1:01 AM","ninicoco1#NA1",17,1058,"Gold 2"
1684289365,"Wednesday, May 17, 2023 2:09 AM","finx80#6969",-17,1857,"Ascendant 1"
1684295817,"Wednesday, May 17, 2023 3:56 AM","rin#jane",11,793,"Silver 2"
1684364864,"Wednesday, May 17, 2023 11:07 PM","nzvbe#NA1",-16,1361,"Platinum 2"
1684364382,"Wednesday, May 17, 2023 10:59 PM","Basil#007",14,1091,"Gold 2"
1684366763,"Wednesday, May 17, 2023 11:39 PM","nzvbe#NA1",21,1382,"Platinum 2"
1684368995,"Thursday, May 18, 2023 12:16 AM","pickle#169",-19,1549,"Diamond 1"
1684372238,"Thursday, May 18, 2023 1:10 AM","pickle#169",-16,1533,"Diamond 1"
1684374779,"Thursday, May 18, 2023 1:52 AM","pickle#169",17,1550,"Diamond 1"
1684376435,"Thursday, May 18, 2023 2:20 AM","rin#jane",19,812,"Silver 3"
1684377323,"Thursday, May 18, 2023 2:35 AM","pickle#169",18,1568,"Diamond 1"
1684380190,"Thursday, May 18, 2023 3:23 AM","rin#jane",22,834,"Silver 3"
1684380190,"Thursday, May 18, 2023 3:23 AM","Da Real Baman#buce",23,976,"Gold 1"
1684381324,"Thursday, May 18, 2023 3:42 AM","haruhiism#crstn",19,1832,"Ascendant 1"
1684428791,"Thursday, May 18, 2023 4:53 PM","Da Real Baman#buce",25,1010,"Gold 2"
1684431742,"Thursday, May 18, 2023 5:42 PM","Da Real Baman#buce",-24,1000,"Gold 2"
1684443131,"Thursday, May 18, 2023 8:52 PM","S is for Salt#TF77",20,1728,"Diamond 3"
